Season,Season,Name,Level,Age,PA,BB%,K%,ISO,GB%,wRC+
656,2025,Andre Lipcius,AAA,27,421,8.80%,18.30%,0.208,32.20%,92
657,2025,Rafael Lantigua,AAA,27,495,15.60%,14.70%,0.1,45.70%,92
658,2025,Gavin Cross,AA,24,507,6.50%,26.40%,0.172,40.20%,92
659,2025,Filippo Di Turi,A,19,479,14.00%,26.30%,0.123,35.30%,92
660,2025,Frederi Montero,CPX,18,232,13.80%,20.30%,0.051,44.90%,92
661,2025,Anthony Vilar,AA,26,382,12.80%,26.40%,0.108,42.70%,92
662,2025,Arturo Disla,A+,24,411,8.00%,23.10%,0.129,46.30%,91
663,2025,Ronny Cruz,CPX,18,189,5.30%,18.50%,0.161,38.00%,91
664,2025,Carter Frederick,A+,22,405,10.60%,32.60%,0.119,43.30%,91
665,2025,Luis Frias,DSL,20,178,6.70%,23.00%,0.1,47.70%,91
666,2025,Dakota Harris,AA,23,477,5.50%,17.20%,0.108,51.90%,91
667,2025,Zack Short,AAA,30,475,16.40%,25.30%,0.164,27.90%,91
668,2025,José Peña,DSL,16,206,14.60%,20.40%,0.102,47.10%,91
669,2025,Yorger Bautista,DSL,17,225,9.30%,29.80%,0.181,45.00%,91
670,2025,Will Simpson,AA,23,479,8.80%,22.80%,0.133,36.10%,91
671,2025,Dawel Joseph,DSL,18,211,19.00%,30.30%,0.099,30.40%,91
672,2025,Edgleen Perez,A,19,382,18.10%,19.40%,0.026,49.80%,91
673,2025,Carter Howell,AA,26,439,8.20%,21.60%,0.114,32.30%,91
674,2025,Ethan O'Donnell,AA,23,503,10.70%,25.60%,0.09,48.20%,90
675,2025,Nick Senzel,AAA,30,411,10.90%,18.50%,0.156,38.60%,90
676,2025,Griff O'Ferrall,A+,22,474,11.20%,15.00%,0.073,37.40%,90
677,2025,Yophery Rodriguez,A+,19,433,12.00%,18.70%,0.116,38.40%,90
678,2025,DJ Gladney,AA,23,405,5.20%,31.10%,0.133,52.00%,90
679,2025,Luis Galan,DSL,16,170,14.10%,20.60%,0.036,50.50%,90
680,2025,Gleider Figuereo,A+,21,464,9.50%,28.40%,0.152,38.40%,90
681,2025,Carlos Bello,DSL,17,198,14.10%,24.70%,0.137,45.30%,90
682,2025,Fraimy Santa,DSL,17,200,12.50%,25.50%,0.101,44.30%,90
683,2025,Luis Suisbel,A+,22,491,9.80%,27.50%,0.201,35.90%,89
684,2025,Darwin Nuñez,DSL,17,201,22.40%,15.40%,0.033,34.20%,89
685,2025,Bryan Rincon,A+,21,359,13.90%,28.70%,0.117,36.30%,89
686,2025,Yordalin Peña,A,20,412,8.50%,26.20%,0.133,39.20%,89
687,2025,Yancel Guerrero,CPX,21,176,9.70%,27.80%,0.089,52.80%,89
688,2025,Stiven Flores,CPX,19,200,8.00%,9.00%,0.106,36.50%,89
689,2025,Manuel Beltre,A,21,431,10.20%,17.60%,0.098,41.40%,89
690,2025,Kennew Blanco,DSL,19,237,7.20%,11.40%,0.104,43.40%,89
691,2025,Pablo Aliendo,AA,24,390,6.20%,34.90%,0.15,33.00%,89
692,2025,Eddie Rynders,CPX,19,201,14.90%,24.90%,0.065,52.70%,89
693,2025,Mani Cedeno,DSL,16,213,20.20%,35.70%,0.122,44.60%,88
694,2025,Yoeilin Cespedes,A,19,477,8.60%,21.20%,0.15,32.20%,88
695,2025,Daiber De Los Santos,CPX,18,186,11.30%,47.80%,0.167,38.10%,88
696,2025,Jay Allen II,AA,22,482,8.90%,24.50%,0.116,45.20%,88
697,2025,Jesus Superlano,CPX,19,210,9.00%,28.10%,0.06,51.20%,88
698,2025,Kenny Fenelon,DSL,17,219,15.10%,23.70%,0.141,28.10%,88
699,2025,Welbyn Francisca,A,19,428,11.90%,17.10%,0.073,47.50%,88
700,2025,Roderick Arias,A,20,465,14.00%,28.80%,0.107,44.20%,88
701,2025,Yoiber Ocopio,CPX,20,182,13.20%,24.70%,0.115,33.30%,88
702,2025,Alexander Rincon,DSL,18,210,10.00%,12.40%,0.049,54.10%,88
703,2025,Carlos Matias,DSL,18,182,11.00%,14.30%,0.062,42.90%,88
704,2025,Robin Ortiz,DSL,18,164,15.20%,21.30%,0.127,29.70%,88
705,2025,Adbiel Feliz,DSL,18,164,17.70%,7.30%,0.047,46.50%,88
706,2025,Kyle Henley,A,20,423,6.90%,31.90%,0.058,65.00%,87
707,2025,Douglas Hodo III,AA,24,435,12.60%,29.20%,0.133,26.60%,87
708,2025,Lizandro Espinoza,A+,22,377,6.90%,28.40%,0.149,37.40%,87
709,2025,Maximo Acosta,AAA,22,465,10.80%,26.50%,0.141,43.80%,87
710,2025,Jesus Perez,DSL,17,174,13.20%,16.10%,0.091,51.50%,87
711,2025,Pablo Guerrero,A,18,396,11.40%,25.00%,0.11,44.70%,87
712,2025,Argenis Valdez,DSL,18,169,11.80%,16.60%,0.113,45.50%,87
713,2025,Wilfred Veras,AA,22,464,9.30%,30.00%,0.112,50.70%,87
714,2025,Luis Merejo,A,19,457,11.80%,32.20%,0.141,36.90%,87
715,2025,Jose Riera,DSL,17,200,12.00%,14.50%,0.165,36.60%,87
716,2025,Eryks Rivero,DSL,17,160,20.60%,30.60%,0.091,43.30%,87
717,2025,Johan Rodriguez,CPX,17,187,9.60%,20.90%,0.121,30.40%,87
718,2025,Ahbram Liendo,AA,21,463,10.40%,24.20%,0.069,52.40%,87
719,2025,Rayner Arias,CPX,19,178,8.40%,25.80%,0.124,45.30%,87
720,2025,Zane Zielinski,A+,23,483,10.10%,25.50%,0.063,49.80%,86
721,2025,Yeiner Fernandez,AA,22,442,8.80%,11.10%,0.051,46.30%,86
722,2025,Victor Hurtado,DSL,18,168,11.30%,13.70%,0.079,37.00%,86
723,2025,Jud Fabian,AAA,24,431,16.70%,31.60%,0.166,39.10%,86
724,2025,Luis Escudero,CPX,19,189,15.90%,14.80%,0.103,37.90%,86
725,2025,Facundo Velásquez,CPX,19,191,19.40%,38.20%,0.072,50.00%,86
726,2025,Ricardo Gonzalez,A,20,431,12.50%,18.80%,0.038,50.70%,86
727,2025,Luke Ritter,AAA,28,438,11.60%,31.50%,0.141,46.40%,86
728,2025,Brendan Durfee,A+,23,376,9.30%,26.10%,0.11,40.30%,86
729,2025,Luis Mieses,AA,25,428,7.20%,19.90%,0.155,37.40%,86
730,2025,Nathan Archer,A,22,391,11.00%,32.70%,0.108,41.70%,86
731,2025,Christian Cairo,AAA,24,416,10.80%,23.30%,0.093,54.30%,86
732,2025,Jord David Diaz,DSL,17,148,8.80%,18.90%,0.032,60.00%,86
733,2025,Rafhlmil Torres,CPX,19,179,10.10%,12.80%,0.172,48.40%,85
734,2025,Jack Costello,A+,24,439,5.90%,17.30%,0.122,37.60%,85
735,2025,Osleivis Basabe,AAA,24,477,6.90%,17.60%,0.163,47.60%,85
736,2025,Cristian Montilla,DSL,17,167,10.20%,15.00%,0.069,44.10%,85
737,2025,Dameury Pena,A,19,417,8.40%,8.90%,0.076,44.70%,85
738,2025,Kelvin Hidalgo,A,20,506,7.30%,24.70%,0.098,57.30%,85
739,2025,Victor Acosta,A+,21,391,9.70%,18.70%,0.055,48.00%,85
740,2025,Emilio Sanchez,DSL,18,220,18.20%,28.20%,0.046,50.50%,85
741,2025,Ben Ross,AA,24,490,11.20%,22.70%,0.144,34.10%,85
742,2025,Nick Peoples,A,20,386,10.60%,38.90%,0.127,44.00%,85
743,2025,Trey Snyder,A,19,512,14.10%,18.80%,0.067,52.00%,85
744,2025,Andy Polanco,CPX,20,163,10.40%,26.40%,0.071,71.00%,85
745,2025,Matt Koperniak,AAA,27,536,9.00%,19.20%,0.136,44.90%,85
746,2025,Brennon McNair,A,22,368,9.80%,28.80%,0.152,32.20%,85
747,2025,Juan Guerrero,AA,23,413,7.70%,15.30%,0.062,48.40%,85
748,2025,Caleb Roberts,AA,25,437,10.30%,23.60%,0.15,39.10%,85
749,2025,Deyvison De Los Santos,AAA,22,444,8.10%,22.30%,0.123,50.90%,84
750,2025,Jesus Castillo,A+,21,397,9.10%,22.40%,0.046,56.00%,84
751,2025,Mairo Martinus,A,20,394,8.90%,26.90%,0.106,39.80%,84
752,2025,Yerald Nin,A,19,457,10.70%,22.30%,0.058,50.30%,84
753,2025,Avinson Pinto,CPX,18,179,11.70%,20.70%,0.105,46.80%,84
754,2025,Jose Pirela,A,19,360,6.90%,32.80%,0.12,30.20%,84
755,2025,Geomaikel Martinez,DSL,17,153,9.20%,18.30%,0.082,47.90%,84
756,2025,Boston Baro,A+,20,433,7.20%,20.30%,0.097,36.50%,84
757,2025,Leonard Rijo,DSL,17,230,15.20%,15.20%,0.038,39.10%,84
758,2025,Rayner Herrera,DSL,17,156,16.00%,28.80%,0.152,24.30%,84
759,2025,Yerlin Confidan,A+,22,474,10.80%,28.10%,0.096,53.00%,84
760,2025,Alberto Barriga,A,20,410,12.90%,28.80%,0.097,38.90%,83
761,2025,Brailyn Antunez,DSL,17,241,12.40%,17.00%,0.067,48.60%,83
762,2025,Andy Perez,A+,21,483,5.00%,16.80%,0.119,52.60%,83
763,2025,Conner Capel,AAA,28,414,10.10%,20.00%,0.125,41.50%,83
764,2025,Max Ferguson,AA,25,392,15.10%,21.70%,0.095,39.70%,83
765,2025,Andres Garza,DSL,18,150,16.00%,28.00%,0.06,50.70%,83
766,2025,Ruben Castillo,DSL,17,225,11.10%,24.40%,0.147,49.20%,83
767,2025,Elian Adames,DSL,17,188,7.40%,27.70%,0.076,47.80%,83
768,2025,Rashawn Pinder,CPX,18,209,7.70%,28.20%,0.119,47.90%,83
769,2025,Eddy Rodriguez,A,21,366,12.30%,29.20%,0.154,41.50%,83
770,2025,Casey Cook,A+,22,493,10.50%,21.50%,0.089,39.40%,83
771,2025,Diorland Zambrano,DSL,18,185,9.20%,5.90%,0.08,42.30%,82
772,2025,Trey Lipscomb,AAA,25,489,7.20%,19.40%,0.143,48.30%,82
773,2025,Kleimir Lemos,CPX,20,220,4.50%,26.40%,0.164,36.60%,82
774,2025,Amauri Ramirez,DSL,18,175,12.00%,26.30%,0.111,40.70%,82
775,2025,Jose Dickson,CPX,18,171,11.70%,24.60%,0.101,46.20%,82
776,2025,Kai Murphy,AA,24,379,11.30%,18.20%,0.043,51.80%,82
777,2025,Kellen Strahm,AAA,28,429,13.80%,21.20%,0.102,50.90%,82
778,2025,Jaime Ferrer,A+,22,373,6.20%,22.50%,0.122,46.70%,82
779,2025,Alexander Alzi,DSL,18,169,8.30%,33.10%,0.082,36.90%,82
780,2025,Antoni Urena,DSL,18,169,16.60%,11.20%,0.067,52.30%,82
781,2025,Anderson Navas,DSL,18,173,3.50%,23.70%,0.134,37.10%,82
782,2025,Dustin Dickerson,AA,24,406,14.80%,24.10%,0.071,37.70%,82
783,2025,Randal Diaz,A,22,428,10.70%,15.40%,0.054,46.10%,82
784,2025,Manuel German,CPX,20,166,4.20%,28.90%,0.175,48.00%,82
785,2025,Eduardo Ponce,CPX,18,194,13.90%,14.90%,0.086,46.90%,82
786,2025,Djean Macares,DSL,17,200,14.50%,13.00%,0.071,47.20%,82
787,2025,John Santana,DSL,19,206,12.60%,19.90%,0.14,44.10%,81
788,2025,Kleyver Salazar,A,19,404,13.90%,20.30%,0.061,43.50%,81
789,2025,Tanner Murray,AAA,25,572,6.80%,24.10%,0.159,44.20%,81
790,2025,Matthew Lugo,AAA,24,462,6.90%,29.40%,0.182,45.10%,81
791,2025,Bracewell Taveras,CPX,19,195,7.20%,23.60%,0.062,46.70%,81
792,2025,Oliver Dunn,AAA,27,465,11.60%,31.40%,0.13,47.80%,81
793,2025,Alejandro Pereira,DSL,18,178,9.00%,13.50%,0.054,50.00%,80
794,2025,John Wimmer,A,20,359,8.40%,36.20%,0.115,44.30%,80
795,2025,Jhonger Ochoa,DSL,17,164,11.00%,23.80%,0.053,37.00%,80
796,2025,Sterling Bazil,DSL,17,168,16.70%,26.20%,0.159,51.60%,80
797,2025,Josh Hood,AA,24,419,7.40%,30.30%,0.135,36.40%,80
798,2025,Tyler Whitaker,A+,22,402,11.70%,34.10%,0.126,35.70%,80
799,2025,Randy Soto,DSL,18,213,18.80%,15.50%,0.06,44.60%,80
800,2025,Anielson Buten,CPX,19,163,4.30%,29.40%,0.128,44.60%,80
801,2025,Luke Mann,AA,25,462,11.30%,30.10%,0.143,38.80%,79
802,2025,Casey Yamauchi,A+,24,481,4.60%,7.50%,0.069,52.40%,79
803,2025,Nic Kent,AA,25,384,8.60%,20.80%,0.077,41.40%,79
804,2025,Capri Ortiz,A+,20,399,8.00%,20.30%,0.093,46.70%,79
805,2025,Tai Peete,A+,19,529,8.70%,30.60%,0.187,34.70%,79
806,2025,Bryan Ramos,AAA,23,431,9.70%,22.30%,0.181,37.20%,79
807,2025,Victor Cardoza,CPX,19,174,7.50%,31.60%,0.12,44.10%,79
808,2025,Frederik Jimenez,A,20,368,12.00%,28.80%,0.096,38.50%,78
809,2025,Carlos Mota,DSL,17,157,7.60%,24.80%,0.038,47.90%,78
810,2025,Yeycol Soriano,CPX,19,164,13.40%,31.70%,0.101,48.10%,78
811,2025,Martin Gonzalez,CPX,20,219,13.70%,30.10%,0.106,40.90%,78
812,2025,Alejo Lopez,AAA,29,482,10.00%,13.70%,0.085,49.70%,78
813,2025,Anyelo Marquez,CPX,19,191,9.40%,27.70%,0.133,41.80%,77
814,2025,Gustavo Marquez,CPX,20,171,10.50%,26.30%,0.043,55.80%,77
815,2025,Yasser Mercedes,A,20,419,13.10%,25.10%,0.121,35.50%,77
816,2025,Brayden Taylor,AA,23,437,14.00%,27.70%,0.114,28.50%,77
817,2025,Jeison Lopez,DSL,19,198,7.60%,20.70%,0.099,34.40%,77
818,2025,Jhonny Severino,A,20,468,6.80%,25.20%,0.144,39.10%,77
819,2025,Jared Serna,AA,23,437,9.60%,15.80%,0.054,50.30%,77
820,2025,John Rhodes,AA,24,430,12.60%,25.80%,0.092,39.60%,77
821,2025,Alex Mooney,AA,22,442,10.60%,29.20%,0.088,35.90%,77
822,2025,Simon Juan,A,19,376,7.70%,29.50%,0.118,47.20%,77
823,2025,Yan Cruz,CPX,18,164,20.70%,48.20%,0.093,42.60%,77
824,2025,Jose Bericoto,DSL,18,151,16.60%,24.50%,0.058,37.30%,77
825,2025,Owen Miller,AAA,28,441,6.60%,16.10%,0.152,41.10%,76
826,2025,Jeffry Rosa,CPX,20,147,6.80%,29.30%,0.148,42.70%,76
827,2025,Elian Soto,CPX,19,179,16.80%,33.00%,0.125,48.10%,76
828,2025,Andres Arias,CPX,18,183,11.50%,31.10%,0.128,36.60%,76
829,2025,Christofer Reyes,DSL,17,165,11.50%,29.10%,0.084,42.90%,76
830,2025,Junior Garcia,CPX,19,161,9.30%,24.20%,0.131,38.20%,76
831,2025,James Triantos,AAA,22,444,7.00%,15.10%,0.111,55.60%,76
832,2025,Fabian Lopez,CPX,19,151,7.90%,37.10%,0.09,44.70%,76
833,2025,Carlos Rodríguez,AAA,24,533,9.20%,12.80%,0.076,39.70%,76
834,2025,Sean McLain,AA,24,439,10.90%,21.60%,0.082,37.40%,76
835,2025,Carson Rucker,A,20,429,7.00%,24.20%,0.059,43.30%,76
836,2025,Levi Jordan,AAA,29,461,7.80%,14.50%,0.109,46.60%,75
837,2025,Ben Cowles,AAA,25,462,7.10%,28.60%,0.145,37.10%,75
838,2025,Yolmer Sánchez,AAA,33,492,13.60%,23.20%,0.082,40.50%,75
839,2025,Keyber Rodriguez,AA,24,481,7.70%,18.90%,0.065,40.10%,75
840,2025,Juan Alvarez,DSL,19,173,7.50%,23.70%,0.144,42.60%,75
841,2025,Abdias De La Cruz,A,20,409,11.20%,25.70%,0.074,38.20%,75
842,2025,William Lugo,AA,23,427,9.10%,26.50%,0.087,43.60%,75
843,2025,Randy De Jesus,A+,20,483,10.10%,34.00%,0.154,40.10%,75
844,2025,Jefferson Vargas,DSL,17,161,18.00%,22.40%,0.047,39.60%,75
845,2025,Yeiker Reyes,A,19,381,11.30%,25.50%,0.055,52.90%,75
846,2025,Jhon Diaz,A+,22,369,8.40%,24.10%,0.142,50.20%,75
847,2025,Brainerh Palacios,DSL,17,191,13.60%,18.80%,0.038,47.40%,75
848,2025,Erick Torres,A+,20,446,7.00%,15.90%,0.068,49.70%,75
849,2025,Jeremy Rivas,AA,22,487,9.90%,27.70%,0.115,38.70%,75
850,2025,Jhonayker Ugarte,CPX,18,214,14.50%,30.80%,0.068,48.10%,74
851,2025,Andrew Salas,A,17,453,15.90%,24.30%,0.059,32.70%,74
852,2025,Cade Doughty,AA,24,373,5.40%,22.30%,0.085,39.70%,74
853,2025,Ronald Rosario,AA,22,402,8.20%,23.60%,0.12,43.20%,74
854,2025,Vance Honeycutt,A+,22,436,12.80%,40.80%,0.104,30.70%,74
855,2025,Yolfran Castillo,CPX,18,258,6.20%,20.20%,0.106,46.70%,74
856,2025,Saivel Zayas,DSL,17,210,9.00%,23.30%,0.093,48.80%,74
857,2025,Vladi Gomez,CPX,19,152,17.10%,21.70%,0.049,28.00%,74
858,2025,Daniel Lopez,CPX,19,212,7.10%,18.40%,0.155,48.30%,74
859,2025,Luis Garcia,DSL,17,194,17.00%,14.90%,0.101,40.80%,74
860,2025,Ludwing Espinoza,CPX,19,173,10.40%,23.10%,0.085,38.50%,74
861,2025,Dario Laverde,A,20,374,8.00%,21.10%,0.084,42.30%,73
862,2025,Jordan Thompson,A+,23,402,8.00%,27.10%,0.101,44.70%,73
863,2025,Raymer Medina,DSL,17,164,14.00%,27.40%,0.086,49.40%,73
864,2025,Skyler Messinger,A+,26,462,5.80%,23.20%,0.128,44.40%,73
865,2025,Cristian Perez,DSL,18,182,7.70%,30.20%,0.131,46.90%,73
866,2025,P.J. Higgins,AAA,32,408,7.10%,18.40%,0.105,41.60%,72
867,2025,Eliezer Alfonzo,DSL,17,172,18.00%,25.00%,0.022,52.30%,72
868,2025,Jan Luis Reyes,CPX,19,175,11.40%,20.00%,0.079,47.80%,72
869,2025,Angel Mata,CPX,20,162,9.30%,20.40%,0.092,47.00%,72
870,2025,Leudy Arache,DSL,17,172,12.20%,26.20%,0.11,32.00%,72
871,2025,Johanse Gomez,DSL,17,176,21.00%,29.50%,0.084,47.30%,72
872,2025,Kody Huff,AAA,24,407,9.10%,25.60%,0.108,53.20%,71
873,2025,Brayan Cota,DSL,18,166,16.90%,16.30%,0.047,46.70%,71
874,2025,Michael Siani,AAA,25,430,11.60%,24.70%,0.12,45.00%,71
875,2025,Eliesbert Alejos,CPX,19,226,4.00%,15.50%,0.06,54.10%,71
876,2025,David Ortiz Jr.,DSL,17,155,25.20%,29.70%,0.044,50.00%,71
877,2025,Kenedy Corona,AAA,25,433,10.60%,23.30%,0.106,46.10%,71
878,2025,Israel Alvarez,DSL,17,184,10.90%,15.80%,0.045,51.80%,71
879,2025,Cristopher Acosta,DSL,17,218,19.70%,20.60%,0.071,45.90%,70
880,2025,Alan Angulo,DSL,17,168,9.50%,7.70%,0.075,57.90%,70
881,2025,Bohan Adderley,CPX,18,189,13.20%,31.20%,0.088,44.70%,70
882,2025,Kenni Gomez,A+,20,365,5.50%,27.40%,0.117,36.70%,70
883,2025,Jhojan Downer,DSL,18,168,17.30%,23.80%,0.06,41.20%,69
884,2025,Anderdson Rojas,A+,21,474,9.90%,16.00%,0.068,54.00%,69
885,2025,Leonardo Pineda,CPX,18,161,13.70%,29.20%,0.038,50.00%,69
886,2025,Omar Mejia,DSL,18,163,8.60%,24.50%,0.094,40.40%,68
887,2025,Lewis German,DSL,17,177,9.00%,30.50%,0.135,42.10%,68
888,2025,Heins Brito,DSL,17,177,13.00%,19.20%,0.088,40.60%,67
889,2025,Alfonzo Martinez,CPX,19,189,5.30%,19.60%,0.058,49.60%,66
890,2025,Brandon Eike,A+,23,387,6.70%,31.30%,0.16,40.50%,66
891,2025,Kadil Rubio,DSL,17,155,8.40%,16.80%,0.016,52.30%,66
892,2025,Cristopfer Gonzalez,DSL,19,154,15.60%,33.80%,0.081,32.30%,66
893,2025,Nik McClaughry,CPX,25,202,8.40%,19.80%,0.046,38.60%,65
894,2025,Johan Rodriguez,DSL,17,149,10.10%,10.10%,0.047,53.60%,65
895,2025,Josh Hatcher,AA,26,376,3.50%,28.20%,0.111,54.30%,65
896,2025,Rafael Morel,A+,23,362,13.80%,30.90%,0.073,36.60%,65
897,2025,Haniel German,CPX,19,145,11.00%,35.20%,0.056,43.90%,64
898,2025,Drew Vogel,A+,23,417,9.40%,37.40%,0.13,31.90%,64
899,2025,Ariel Almonte,A+,21,359,8.40%,33.70%,0.129,39.90%,64
900,2025,Rosniell De Paula,DSL,16,200,15.00%,26.50%,0.056,43.80%,63
901,2025,Nick Pratto,AAA,26,423,10.90%,29.60%,0.134,37.00%,63
902,2025,Coco Montes,AAA,28,415,7.70%,29.60%,0.115,39.00%,63
903,2025,Daniel Dominguez,DSL,17,180,15.00%,23.90%,0.087,40.20%,63
904,2025,Nick Montgomery,A,19,357,11.80%,33.30%,0.082,41.10%,62
905,2025,Jeremy Rodriguez,A,18,492,12.20%,19.10%,0.033,55.70%,61
906,2025,Carter Johnson,A,19,465,10.10%,28.80%,0.084,38.80%,60
907,2025,Jose Perdomo,CPX,18,233,6.00%,19.30%,0.047,54.30%,60
908,2025,Tytus Cissell,CPX,19,206,8.30%,36.90%,0.103,42.30%,60
909,2025,Enmanuel Bonilla,CPX,19,217,7.80%,27.20%,0.096,46.80%,59
910,2025,Kevin Ereu,CPX,19,181,14.40%,34.30%,0.063,48.10%,59
911,2025,Wandi Feliz,DSL,17,157,12.70%,29.30%,0.119,36.70%,58
912,2025,Sebastian Pena,DSL,17,151,9.30%,20.50%,0.088,49.50%,57
913,2025,Emil Martinez,DSL,17,189,10.60%,21.20%,0.061,53.50%,57
914,2025,Deivid Coronil,DSL,17,174,12.10%,27.00%,0.029,43.70%,56
915,2025,Dyan Jorge,AA,22,445,8.50%,20.20%,0.048,56.20%,56
916,2025,Wuinder Torres,DSL,18,181,3.90%,11.00%,0.108,32.10%,55
917,2025,Elias Marrero,DSL,17,160,11.30%,34.40%,0.015,42.30%,53
918,2025,Jesmaylin Arias,CPX,18,196,10.70%,31.60%,0.112,49.10%,53
919,2025,Domingo Morla,DSL,17,179,7.80%,31.30%,0.129,38.80%,53
920,2025,Hiverson López,DSL,17,197,9.60%,22.80%,0.048,55.80%,52
921,2025,Luis Felipe,DSL,18,178,11.20%,23.60%,0.052,45.40%,52
922,2025,Juan Baez,A+,20,442,10.40%,10.90%,0.023,50.90%,51
923,2025,Yunior Quezada,DSL,19,166,8.40%,23.50%,0.09,48.10%,50
924,2025,Mason Dinesen,CPX,26,172,2.90%,37.20%,0.098,49.50%,49
925,2025,Aeverson Arteaga,AA,22,474,6.10%,26.20%,0.08,33.70%,49
926,2025,Moises Bolivar,CPX,17,201,8.00%,29.40%,0.039,45.00%,48
927,2025,Noah Barber,CPX,20,165,7.30%,44.20%,0.122,41.10%,48
928,2025,Cal Conley,AA,25,507,6.70%,20.30%,0.041,54.50%,48
929,2025,Freilyn Rodriguez,DSL,17,195,14.90%,24.60%,0.038,53.90%,46
930,2025,Isael Arias,CPX,19,217,8.80%,20.70%,0.057,54.00%,44
931,2025,Dexters Peralta,CPX,17,162,11.10%,30.90%,0.064,41.20%,39
932,2025,Jose Familia,CPX,17,160,7.50%,38.10%,0.027,43.00%,31
