Name,category,PA,BB%,K%,ISO,GB%,wRC+
Everth Cabrera,1,1014,0.0909858509715485,0.1337300152178738,0.0946451842148126,0.5266526019520132,92.30971577119188
Ezequiel Carrera,1,1911,0.1055876525896946,0.152133989166471,0.0784211103410882,0.5630204332232799,112.78548493351023
Felix Pie,1,618,0.0543689320388349,0.1216828476893204,0.1503285285255663,0.3808904549074433,96.2261912949209
Fernando Tatis Jr.,3,1100,0.079836522693225,0.2077707356070582,0.1750999373073847,0.3222662205858766,109.67581012422669
Francisco Cervelli,2,348,0.0689655166666666,0.1130268193333333,0.07816092,0.298550724,83.70648410837943
Francisco Lindor,2,1770,0.0908174917001907,0.1537465039231088,0.1110125498538438,0.5122830778744112,107.69441690012154
Franklin Gutierrez,1,138,0.0463768112,0.1159420288,0.1178294576,0.4377358487999999,114.27055124901554
Franmil Reyes,2,2888,0.1056081873526725,0.2220681852842319,0.2092010000890984,0.4643765394150757,129.5363399821908
Freddie Freeman,3,1759,0.0766936600119751,0.1490157718986346,0.1705338153460487,0.4459060055632827,126.70581037576112
Freddy Galvis,1,2501,0.053708000185604,0.1576640438228112,0.1001511526031318,0.466439319275817,78.4094927518375
Gaby Sanchez,2,1106,0.0971098811679487,0.1028922979980769,0.147259710700641,0.3048286639501602,111.77249051663397
Garrett Cooper,2,791,0.0530973448520859,0.1449641799410029,0.0892839446186262,0.3098249723261693,85.27458525846411
Garrett Hampson,1,1536,0.0972363991328113,0.1556186587568027,0.1479808772273806,0.4972627235504336,122.43162059738208
Gary Sanchez,2,2652,0.0786958293202372,0.1844291541465421,0.1820689276108611,0.4272099432904221,125.7904503586207
Gavin Lux,2,1767,0.119148174480267,0.1841067709046659,0.2262328637775533,0.4677435442535758,153.12563324653422
George Springer,3,1090,0.1365635038031844,0.2654144880320493,0.287562705500154,0.3983203505277862,167.59690614126856
Geovany Soto,1,449,0.0944320712,0.167483296,0.2389610384,0.3227118639999999,136.25002550774667
Gerardo Parra,1,1253,0.0718824120202645,0.0912691849606593,0.1015884055940753,0.4320926577031929,96.22669507579826
Giancarlo Stanton,3,1331,0.0989147253579414,0.2100137670889751,0.2443962158642791,0.2900251517079044,126.2132060546268
Gilberto Celestino,1,1632,0.1095301139705829,0.1531981329360489,0.1223548939161331,0.4532369779008271,100.98680669767111
Gio Urshela,2,2870,0.0421542082260562,0.1166547028120305,0.1330494141044473,0.422706802302476,95.67691905730112
Gleyber Torres,2,1383,0.0861342670323738,0.149101030270398,0.1204347241794127,0.3592186913800296,99.402546068641
Gordon Beckham,1,166,0.0618473892666666,0.1060240962,0.1446712021333333,0.2483870964666666,102.52745213744902
Gorkys Hernandez,1,2773,0.0825202025891453,0.2006647109655594,0.0922121826287369,0.5564323292112727,99.44466310038942
Greg Bird,1,1376,0.1235630946695565,0.193029294840334,0.2094909697570306,0.3114479564416159,148.29714248460522
Greg Garcia,1,2054,0.1177996118313811,0.1767980274989907,0.1191326954824593,0.5146608373825348,115.30120365521653
Gregor Blanco,2,545,0.0924770639999999,0.1247706416,0.0637931032,0.4851063824,85.71503830363307
Gregory Polanco,1,1981,0.0999982990467069,0.1523021851717002,0.1561553931559489,0.4677999808658734,128.77002934614833
Hanser Alberto,1,2530,0.0331424646811451,0.0958324034682587,0.1070870973115525,0.44414791972513,87.35003993299047
Harold Castro,1,2468,0.0307010125926284,0.1596811948947564,0.0624646988750668,0.484006674852189,73.75885539206419
Harold Ramirez,2,2555,0.0564751582074376,0.15523085042309,0.1438258606877561,0.5097755858310509,123.32167260547718
Harrison Bader,1,1224,0.0697698022018058,0.2428805238965479,0.1861064075123382,0.4053084334210737,119.0888185965718
Hernan Perez,1,2819,0.0520630277629352,0.128136342462749,0.1067591048626,0.4129147022579353,94.45382046105269
Hunter Dozier,1,1859,0.1018630110701647,0.238318851506931,0.1793521226775711,0.3871184161853296,112.62382801742902
Hunter Pence,2,106,0.0754716976,0.1132075464,0.1852631576,0.3061728392,111.79611750531376
Hunter Renfroe,2,1704,0.060198047270824,0.2207633750019156,0.2135446492481908,0.3659458398069805,119.88096071472368
Ian Desmond,1,1302,0.0934964204045557,0.1837444242611652,0.144983369150358,0.4783709797599588,125.82451250191568
Ian Happ,2,1407,0.1246836772530886,0.2423658783078501,0.1961154847794492,0.4436658291356379,114.73903028559728
